# seconds_into_experiment	num_bbs_total	new_bbs_since_last
170	879	
171	887	0x8000d80 0x8000d9a 0x8000f40 0x8000f46 0x8000f58 0x8000f60 0x8000f68 0x80018f2
172	887	
173	887	
174	887	
175	887	
176	887	
177	887	
178	887	
179	887	
180	887	
181	887	
182	889	0x8003ce2 0x8003cf8
183	894	0x8003c7c 0x8003c80 0x8003eda 0x80041fc 0x8004206
184	894	
185	894	
186	896	0x8003c82 0x8003c98
187	896	
188	896	
189	896	
190	896	
191	896	
192	896	
193	896	
194	896	
195	896	
196	896	
197	897	0x8000cc0
198	897	
203	897	
205	897	
206	897	
208	897	
209	897	
210	897	
212	897	
213	914	0x800024c 0x8000286 0x8000da6 0x8000e96 0x8000ea2 0x8000eae 0x8000f70 0x8000f78 0x8000f84 0x8000f8e 0x8000fc4 0x80013a4 0x80013b0 0x8001892 0x80018b8 0x8005204 0x8005248
214	914	
215	914	
216	914	
217	914	
218	914	
219	914	
220	914	
221	914	
222	914	
223	914	
224	916	0x8003cc2 0x8003cd8
225	916	
226	921	0x8003aa8 0x8003aba 0x8003abe 0x8003af6 0x80074b4
227	921	
228	921	
229	921	
230	921	
231	921	
232	921	
233	921	
234	921	
235	921	
236	921	
237	921	
238	921	
239	921	
240	921	
241	921	
242	921	
243	921	
244	921	
245	921	
246	921	
247	921	
248	921	
249	921	
250	921	
251	921	
252	921	
253	921	
254	921	
255	921	
256	921	
257	921	
258	921	
259	921	
260	931	0x800275e 0x800281e 0x8002824 0x800282e 0x800283a 0x80085dc 0x80085fc 0x8008690 0x8008bcc 0x8008be0
261	931	
262	931	
263	935	0x800059c 0x80005cc 0x8000e8a 0x8000e92
264	935	
265	935	
266	935	
267	935	
268	935	
269	935	
270	935	
271	935	
272	935	
273	935	
274	935	
275	935	
276	935	
278	935	
279	935	
280	935	
281	935	
282	939	0x8003e18 0x8003e94 0x8003ea4 0x8003eaa
283	939	
284	939	
285	939	
286	939	
288	939	
289	939	
290	939	
291	939	
292	939	
294	946	0x800067c 0x8000684 0x8000810 0x800084c 0x8000854 0x80009d8 0x8000b9e
295	946	
297	946	
298	946	
300	946	
301	946	
302	946	
303	946	
304	946	
305	946	
306	946	
307	946	
308	946	
309	946	
310	946	
312	946	
313	946	
315	946	
316	946	
317	946	
318	948	0x8003a74 0x8004d1a
319	948	
320	948	
321	948	
322	948	
323	948	
324	948	
325	948	
326	948	
327	948	
328	948	
329	1255	0x8000f26 0x8000f2e 0x80013ba 0x80013e0 0x80013fe 0x800140c 0x8001414 0x8001428 0x8001430 0x8001438 0x800146c 0x8001476 0x80014c2 0x80014e0 0x80014ea 0x80014f2 0x80014fc 0x800152a 0x800153a 0x800154e 0x8001876 0x8001884 0x8001f20 0x8001f36 0x8001f3a 0x8001f42 0x8001f46 0x8001f4c 0x8001f5c 0x8001f64 0x8001f72 0x8001f76 0x8001f7e 0x800292e 0x8002942 0x8002954 0x8002968 0x8002974 0x800297e 0x800298c 0x8002996 0x80029a0 0x80029b8 0x80029c2 0x80029ce 0x80029d8 0x80029e4 0x80029ee 0x80029fc 0x8002a06 0x8002a10 0x8002a24 0x8002a32 0x8002a3c 0x8002a46 0x8002a4e 0x8002a5a 0x8002a66 0x8002a70 0x8002b1e 0x8002b2c 0x8002b46 0x8002b4e 0x8002b70 0x8002b7c 0x8002b90 0x8002c2e 0x8002c3c 0x8002c56 0x8002c74 0x8002c7c 0x8002c80 0x8002c8c 0x8002c98 0x8002cac 0x8002cc2 0x8002ccc 0x8002cd4 0x8002ce0 0x8002cec 0x8002cfc 0x8002d06 0x8002d0e 0x8002d1a 0x8002d26 0x8002d3c 0x8002d46 0x8002d52 0x8002d60 0x8002d6c 0x8002d74 0x8002d80 0x8002d88 0x8002d94 0x8002da0 0x8002dae 0x8002dba 0x8002dc6 0x8002dd2 0x8002dda 0x8002de6 0x8002df2 0x8002e0a 0x8002e14 0x8002e20 0x8002e28 0x8002e34 0x8002e40 0x8002e48 0x8002e54 0x8002e60 0x8002e9c 0x8002eae 0x8002f0e 0x8002f16 0x8002f1a 0x8002f26 0x8002f36 0x8002f48 0x8002f54 0x8002f70 0x8002f78 0x8002f7c 0x8002f80 0x8003020 0x8003040 0x8003056 0x8003098 0x80030c2 0x80030ca 0x80030d6 0x80030e6 0x80030ee 0x80030fa 0x800310a 0x8003112 0x800311e 0x8003140 0x8003158 0x8003170 0x80031d4 0x80031e2 0x80031f0 0x8003202 0x8003210 0x8003222 0x8003230 0x8003240 0x8003250 0x800325a 0x800326a 0x8003274 0x800327c 0x8003288 0x8003294 0x80032a8 0x80032b4 0x80032bc 0x80032e2 0x80032ee 0x8003300 0x800330a 0x8003312 0x800331e 0x800332a 0x800333a 0x8003344 0x8003354 0x800335e 0x8003366 0x8003372 0x800337e 0x800338e 0x800339c 0x80033aa 0x8003596 0x80035b2 0x80035bc 0x80035c2 0x80035c8 0x80035d8 0x8003614 0x800364e 0x800366a 0x800366e 0x80052dc 0x8005308 0x8005324 0x8005338 0x8005378 0x8005380 0x8005394 0x80053f6 0x8005400 0x800546e 0x80054cc 0x80054e8 0x8005520 0x8005544 0x80055b4 0x80055c2 0x80055c6 0x80055cc 0x80055f4 0x80055fe 0x8005748 0x800575e 0x8005774 0x8005810 0x8007b08 0x8007b20 0x8007b30 0x8007bd8 0x8007bf6 0x8008278 0x80082a2 0x80082b0 0x80083b0 0x80083e6 0x8008466 0x8008472 0x800847e 0x8008510 0x800851a 0x800861e 0x800865c 0x800867c 0x8008a10 0x8008a2c 0x8008a46 0x8008a8c 0x8008a9c 0x8008aa2 0x8008ac0 0x8008ac8 0x8008afc 0x8008b04 0x8008b10 0x8008b20 0x8008b30 0x8008b8c 0x8008b90 0x8008b96 0x8008b98 0x8008ba2 0x8008bb4 0x8008d9e 0x8009036 0x80091d8 0x80091e0 0x80092b8 0x80092d4 0x80092d8 0x80092e6 0x80092f0 0x80092f8 0x80092fa 0x80092fe 0x8009310 0x8009378 0x8009382 0x800938a 0x800938e 0x8009392 0x80093ac 0x8009470 0x800948a 0x800948e 0x800949e 0x80094a8 0x80094b0 0x80094b2 0x80094b6 0x8009588 0x80095aa 0x80095ae 0x800960e 0x8009864 0x8009872 0x8009882 0x800988e 0x8009892 0x80098a6 0x80098a8 0x800a17c 0x800a18c 0x800a194 0x800a198 0x800a1a8 0x800a1bc 0x800a1cc 0x800a1d4 0x800a1e0 0x800a1ea 0x800a1ec 0x800a1fe 0x800a206 0x800a20e 0x800a210 0x800a218 0x800a21a 0x800a222 0x800a228 0x800a240 0x800a244 0x800a26c 0x800a270
330	1255	
331	1255	
332	1255	
333	1255	
334	1255	
335	1255	
337	1255	
338	1255	
339	1255	
341	1255	
342	1255	
343	1255	
345	1255	
346	1261	0x8000eb0 0x8000ebc 0x8000ec8 0x8000ed0 0x8000edc 0x8000ee8
347	1261	
348	1261	
350	1261	
351	1261	
353	1261	
354	1261	
356	1261	
358	1261	
359	1261	
361	1261	
363	1261	
364	1261	
366	1261	
367	1261	
368	1261	
370	1261	
371	1261	
373	1261	
374	1261	
376	1261	
378	1261	
379	1261	
381	1261	
382	1261	
383	1261	
384	1261	
385	1261	
386	1261	
388	1261	
391	1261	
392	1261	
393	1261	
395	1261	
396	1261	
398	1261	
399	1261	
401	1261	
402	1261	
403	1261	
404	1261	
405	1261	
406	1261	
407	1261	
408	1261	
409	1261	
410	1261	
411	1261	
412	1261	
413	1263	0x8003eae 0x8003ebc
414	1263	
415	1263	
416	1263	
417	1263	
418	1263	
419	1263	
420	1263	
421	1263	
422	1263	
423	1263	
424	1263	
425	1263	
426	1263	
427	1263	
428	1263	
429	1263	
431	1265	0x8000e3c 0x8000e4c
432	1265	
434	1265	
435	1265	
437	1265	
439	1265	
442	1265	
443	1265	
444	1265	
445	1265	
446	1265	
447	1265	
448	1265	
449	1265	
450	1265	
451	1265	
452	1265	
453	1265	
454	1265	
455	1265	
456	1265	
457	1265	
458	1265	
463	1265	
465	1265	
466	1265	
468	1265	
470	1265	
471	1265	
473	1265	
474	1265	
475	1265	
477	1265	
478	1265	
480	1265	
483	1265	
485	1265	
488	1265	
490	1265	
493	1265	
495	1265	
496	1265	
497	1265	
499	1265	
504	1265	
506	1350	0x8001954 0x8001984 0x8001a24 0x8001a68 0x8001a72 0x8001a86 0x8001a92 0x8001a96 0x8001aa0 0x8001ab4 0x8001ac0 0x8001ac4 0x8001ace 0x8001ae2 0x8001aee 0x8001af2 0x8001b0c 0x8001b1a 0x8001b26 0x8001b32 0x8001b3e 0x8001b4e 0x8001b58 0x8001b60 0x8001b6c 0x8001b78 0x8001b86 0x8001b92 0x8001b9c 0x8001ba4 0x8001bb0 0x8001bbc 0x8001bc6 0x8001bce 0x8001bda 0x8001bea 0x8001c28 0x8001c32 0x8001c3a 0x8001c60 0x8001c68 0x8001c70 0x8001c82 0x8001c90 0x8001ca4 0x8001cb4 0x8001cbe 0x8001ccc 0x8001cd6 0x8001ce8 0x8001cf0 0x8001cfa 0x8001d08 0x8001d2c 0x8001d3c 0x8001d42 0x8001d50 0x8001d58 0x8001d62 0x8001d6a 0x8001d70 0x8001dc4 0x8001dd8 0x8001de2 0x8001df0 0x8002554 0x80028c0 0x8003d5c 0x8003d6a 0x8003d7a 0x80084f0 0x80084fa 0x8008830 0x8008850 0x8008864 0x8008898 0x80088b2 0x8008912 0x8008930 0x8008936 0x800894e 0x800895c 0x8008974 0x8009324 0x800a262
509	1350	
514	1350	
516	1350	
519	1350	
524	1350	
525	1350	
526	1350	
527	1350	
528	1350	
529	1350	
534	1350	
539	1352	0x8003ca2 0x8003cb8
540	1352	
541	1352	
542	1352	
543	1352	
544	1352	
545	1352	
546	1352	
547	1352	
548	1352	
549	1352	
550	1352	
552	1352	
553	1352	
555	1352	
556	1352	
557	1352	
558	1352	
559	1352	
560	1353	0x8008652
561	1353	
562	1357	0x80027e4 0x80027ea 0x80027f4 0x8002800
564	1359	0x8004944 0x800494a
565	1359	
566	1359	
567	1376	0x80036b0 0x80036d0 0x80036da 0x80036e8 0x80036f2 0x8003724 0x800539a 0x800554c 0x8005550 0x8005558 0x8005566 0x800556a 0x8005830 0x8005854 0x8005868 0x8005878 0x8005892
568	1376	
569	1376	
570	1376	
571	1376	
572	1376	
573	1379	0x8002e7e 0x80035de 0x800361c
574	1379	
575	1379	
576	1379	
577	1379	
578	1379	
579	1379	
580	1379	
581	1379	
582	1379	
583	1379	
584	1379	
585	1379	
586	1379	
587	1379	
588	1379	
589	1384	0x8000e00 0x8000e0c 0x8000e18 0x8000e2c 0x8000e34
590	1384	
591	1384	
593	1384	
596	1384	
597	1384	
598	1395	0x80026b0 0x80028ac 0x8003b26 0x8003b64 0x8003b6c 0x8004108 0x8004118 0x8004130 0x8004136 0x800413e 0x8004146
599	1395	
600	1395	
601	1395	
602	1395	
603	1395	
605	1395	
606	1395	
607	1395	
608	1395	
610	1395	
611	1395	
613	1395	
614	1395	
616	1401	0x80009e8 0x8001584 0x80015f8 0x800187e 0x8004078 0x800407e
617	1401	
618	1401	
619	1401	
620	1406	0x8000f0c 0x8000f14 0x800548a 0x80054c2 0x800552a
621	1406	
622	1406	
623	1406	
624	1406	
625	1406	
626	1406	
627	1406	
628	1406	
629	1406	
630	1406	
631	1406	
632	1406	
633	1406	
634	1406	
635	1406	
636	1406	
637	1406	
639	1406	
640	1406	
642	1406	
644	1406	
647	1406	
648	1406	
649	1406	
650	1406	
651	1406	
652	1406	
654	1406	
655	1406	
657	1406	
659	1406	
660	1406	
662	1406	
663	1406	
664	1406	
665	1406	
666	1406	
667	1406	
668	1406	
669	1406	
670	1406	
671	1406	
672	1406	
677	1406	
678	1406	
679	1406	
680	1406	
681	1406	
682	1406	
683	1406	
685	1406	
686	1406	
688	1406	
689	1406	
690	1406	
691	1406	
692	1406	
693	1406	
694	1408	0x800494c 0x8004952
695	1408	
696	1416	0x8005600 0x800560e 0x8005642 0x8005646 0x800564c 0x800566a 0x800568c 0x8005696
697	1416	
698	1416	
699	1416	
700	1416	
701	1416	
702	1416	
703	1416	
704	1416	
705	1416	
706	1416	
707	1417	0x8001532
708	1417	
709	1417	
710	1417	
711	1417	
712	1417	
713	1417	
714	1417	
715	1417	
716	1417	
717	1418	0x800366c
718	1418	
719	1418	
724	1418	
725	1418	
726	1418	
727	1418	
728	1418	
729	1418	
731	1418	
732	1420	0x800286c 0x800287e
734	1420	
736	1420	
737	1420	
739	1424	0x8000ef2 0x8000efa 0x800542c 0x8005464
741	1424	
742	1424	
744	1424	
745	1424	
746	1424	
748	1424	
749	1424	
751	1424	
754	1424	
756	1424	
757	1424	
759	1424	
761	1424	
762	1424	
764	1424	
765	1424	
766	1424	
767	1424	
768	1424	
769	1424	
770	1424	
771	1424	
772	1424	
773	1424	
774	1424	
775	1424	
776	1424	
777	1424	
778	1424	
779	1424	
780	1424	
785	1424	
786	1424	
787	1424	
789	1424	
790	1424	
792	1424	
793	1424	
795	1433	0x800189a 0x800189e 0x80018b2 0x8003068 0x800307a 0x800307e 0x8003084 0x800308c 0x8003090
796	1433	
797	1433	
798	1433	
799	1433	
800	1433	
802	1433	
805	1433	
806	1433	
807	1433	
808	1433	
809	1433	
810	1433	
811	1434	0x8000ce0
812	1434	
813	1434	
814	1434	
815	1434	
816	1434	
817	1434	
818	1434	
819	1434	
820	1434	
821	1434	
822	1434	
823	1434	
824	1434	
825	1434	
827	1434	
830	1434	
833	1434	
836	1434	
838	1434	
841	1434	
843	1435	0x8000cc8
846	1435	
848	1435	
849	1435	
851	1435	
853	1435	
854	1435	
856	1435	
861	1435	
863	1435	
864	1436	0x8000e84
866	1436	
868	1436	
871	1436	
873	1436	
876	1436	
878	1436	
881	1436	
883	1436	
886	1436	
887	1436	
888	1436	
890	1436	
891	1436	
892	1436	
894	1436	
896	1436	
898	1436	
901	1436	
903	1436	
905	1436	
907	1436	
909	1436	
912	1436	
913	1436	
914	1436	
916	1436	
917	1436	
918	1436	
923	1436	
925	1436	
928	1436	
930	1436	
931	1436	
933	1436	
935	1440	0x8000e5c 0x8000e64 0x8000e70 0x8000e7c
938	1440	
943	1440	
948	1440	
954	1440	
959	1440	
964	1440	
969	1440	
974	1440	
976	1440	
979	1440	
981	1440	
983	1440	
985	1440	
986	1440	
988	1440	
990	1440	
995	1440	
1000	1440	
1001	1440	
1002	1440	
1003	1440	
1004	1440	
1005	1440	
1010	1440	
1015	1440	
1020	1440	
1023	1440	
1026	1440	
1031	1440	
1036	1447	0x800306e 0x8003072 0x8005336 0x80074cc 0x80074e4 0x80078fa 0x800793a
1038	1447	
1041	1447	
1043	1447	
1046	1447	
1049	1447	
1052	1447	
1054	1447	
1057	1447	
1059	1447	
1060	1447	
1062	1447	
1063	1447	
1064	1447	
1065	1447	
1066	1447	
1067	1447	
1068	1447	
1069	1447	
1070	1447	
1071	1447	
1072	1447	
1073	1447	
1074	1447	
1075	1447	
1076	1447	
1077	1447	
1078	1447	
1079	1447	
1080	1447	
1081	1447	
1082	1447	
1083	1447	
1084	1447	
1085	1447	
1086	1447	
1087	1447	
1088	1447	
1089	1449	0x8007b28 0x8007b38
1090	1449	
1091	1449	
1092	1449	
1093	1449	
1094	1449	
1095	1449	
1096	1449	
1097	1449	
1098	1449	
1099	1449	
1100	1449	
1101	1449	
1102	1449	
1103	1459	0x80051b0 0x80051c8 0x800521a 0x800521e 0x8005226 0x800522e 0x8005232 0x8005238 0x800523c 0x8005242
1104	1459	
1105	1459	
1106	1459	
1107	1459	
1108	1459	
1109	1459	
1110	1459	
1111	1459	
1112	1459	
1113	1459	
1114	1459	
1115	1459	
1116	1459	
1117	1460	0x8000cd8
1118	1460	
1119	1460	
1120	1460	
1121	1460	
1122	1460	
1123	1460	
1124	1460	
1125	1460	
1126	1460	
1127	1460	
1128	1460	
1129	1460	
1130	1460	
1131	1460	
